Port,Size_MB,Latency_ms
5555,0.0587177,0.119518
5555,0.0587788,0.125414
5555,0.0588398,0.124792
5555,0.0589008,0.113361
5555,0.0589619,0.112599
5555,0.0590229,0.099334
5555,0.0590839,0.110816
5555,0.059145,0.109003
5555,0.059206,0.098633
5555,0.059267,0.111728
5555,0.0593281,0.107921
5555,0.0593891,0.105165
5555,0.0594501,0.182545
5555,0.0595112,0.140381
5555,0.0595722,0.145865
5555,0.0596333,0.120104
5555,0.0596943,0.105391
5555,0.0597553,0.115204
5555,0.0598164,0.110192
5555,0.0598774,0.119067
5555,0.0599384,0.124105
5555,0.0599995,0.150941
5555,0.0600605,0.120123
5555,0.0601215,0.110085
5555,0.0601826,0.125984
5555,0.0602436,0.120702
5555,0.0603046,0.10748
5555,0.0603657,0.125339
5555,0.0604267,0.122028
5555,0.0604877,0.119352
5555,0.0605488,0.119353
5555,0.0606098,0.11286
5555,0.0606709,0.118036
5555,0.0607319,0.112096
5555,0.0607929,0.111988
